[2024-11-05 10:15:55] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:36:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:36:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:36:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:37:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:37:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:37:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:37:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:37:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:37:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:37:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:37:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:37:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:37:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:37:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:250.0
[2024-11-05 10:37:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:38:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:38:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:38:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:38:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:38:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:38:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:38:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:38:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:38:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:38:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:38:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:38:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:39:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:39:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:39:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:39:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:39:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:39:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:39:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:39:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:39:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:39:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:39:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:39:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:40:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:40:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:40:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:40:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:40:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:40:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:40:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:40:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:40:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:40:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:40:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:40:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:41:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:41:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:41:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:41:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:41:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:41:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:41:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:41:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:41:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:41:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:41:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:41:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:42:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:42:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:42:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:42:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:42:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:42:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:42:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:42:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:42:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:42:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:42:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:42:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:43:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:43:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:43:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:43:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:43:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:43:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:43:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:43:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:43:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:43:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:43:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:43:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:44:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:44:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:44:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:44:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:44:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:44:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:44:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:44:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:44:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:44:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:44:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:44:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:45:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:45:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:45:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:45:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:45:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:45:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:45:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:45:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:45:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:45:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:45:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:45:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:46:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:46:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:46:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:46:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:46:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:46:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:46:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:46:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:46:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:46:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:46:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:46:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:47:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:47:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:47:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:47:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:47:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:47:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:47:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:47:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:47:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:47:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:47:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:47:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:48:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:48:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:48:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:48:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:48:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:48:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:48:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:48:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:48:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:48:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:48:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:48:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:49:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:49:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:49:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:49:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:49:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:49:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:49:31] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:49:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:49:41] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:49:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:49:51] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:49:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:50:01] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:50:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:50:11] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
[2024-11-05 10:50:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:90.0
[2024-11-05 10:50:21] [INFO] Data Exchange (Character Stream): ChargingStation:charger, power:2.5
