[2024-11-05 10:31:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:33:55] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:33:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:33:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:34:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:35:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:36:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:37:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:38:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:08] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:18] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:28] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:38] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:48] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:39:58] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:08] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:18] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:28] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:38] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:48] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:40:58] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:08] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:18] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:28] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:38] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:48] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:41:58] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:08] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:10] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:16] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:17] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:18] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:20] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:26] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:27] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:28] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:30] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:36] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:37] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:38] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:40] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:46] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:47] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:48] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:50] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:56] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:57] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:42:58] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:43:00] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:43:06] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:43:07] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
[2024-11-05 10:43:08] [INFO] Data Exchange (Character Stream): ChargingStation:charger2, power:90.0
