[2024-11-05 10:16:55] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:24:05] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:24:15] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:24:25] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:24:35] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:24:45] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:24:55] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:25:05] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:25:15] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:25:25] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:25:35] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:25:45] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:25:55] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:26:05] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:26:15] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:26:25] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:26:35] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:26:45] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:26:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:27:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:27:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:27:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:27:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:27:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:27:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:28:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:28:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:28:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:28:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:28:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:28:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:29:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:29:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:29:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:29:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:29:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:29:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:30:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:30:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:30:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:30:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:30:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:30:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:35] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:45] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:55] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:31:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:31:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:00] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:05] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:32:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:10] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:15] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:32:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:20] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:25] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:32:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:35] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:32:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:45] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:32:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:55] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:32:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:32:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:00] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:05] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:33:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:10] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:15] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:33:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:20] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:25] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:33:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:35] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:33:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:45] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:33:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:55] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:33:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:33:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:00] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:34:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:10] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:34:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:20] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:34:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:34:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:34:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:34:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:34:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:00] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:35:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:10] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:35:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:20] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:35:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:35:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:35:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:35:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:35:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:00] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:36:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:10] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:36:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:20] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:36:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:36:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:36:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:56] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:36:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:36:57] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:00] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:01] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:06] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:37:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:07] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:08] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:10] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:11] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:131.45
[2024-11-05 10:37:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:16] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:37:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:17] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:18] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:131.45
[2024-11-05 10:37:20] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:21] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:131.45
[2024-11-05 10:37:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:26] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:37:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:27] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:28] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:30] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:31] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:36] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:37:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:37] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:38] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:40] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:41] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:46] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:100.0
[2024-11-05 10:37:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:47] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
[2024-11-05 10:37:49] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:239.0
[2024-11-05 10:37:50] [INFO] Data Exchange (Character Stream): ChargingStation:oven, power:250.0
